"Customer","FamilyMembers","Lifestage","Model","f1"
"51327660","(3, 8)","FamilyWithKids","Baseline",0.222222222222222
"51349560","(1, 2)","ActiveAdults","Baseline",0.423076923076923
"51376374","(1, 2)","FamilyWithKids","Baseline",0.72093023255814
"51480876","(3, 8)","ActiveAdults","Baseline",0.25
"53499938","(3, 8)","ActiveAdults","Baseline",0.5
"53814005","(1, 2)","FamilyWithKids","Baseline",0.456140350877193
"54246765","(3, 8)","ActiveAdults","Baseline",0.142857142857143
"54706275","(3, 8)","FamilyWithKids","Baseline",0.37037037037037
"55031571","(3, 8)","FamilyWithKids","Baseline",0.6
"58104487","(1, 2)","ActiveAdults","Baseline",0.463414634146341
"58112970","(1, 2)","ActiveAdults","Baseline",0.518518518518518
"58113416","(3, 8)","FamilyWithKids","Baseline",0.489795918367347
"58139794","(3, 8)","FamilyWithKids","Baseline",0.162162162162162
"58149188","(1, 2)","FamilyWithKids","Baseline",0.294117647058823
"58156906","(3, 8)","ActiveAdults","Baseline",0.52
"58156989","(1, 2)","ActiveAdults","Baseline",0.363636363636364
"58157344","(3, 8)","ActiveAdults","Baseline",0.607142857142857
"58158708","(3, 8)","FamilyWithKids","Baseline",0.523076923076923
"58160608","(3, 8)","ActiveAdults","Baseline",0.242424242424242
"58180839","(3, 8)","ActiveAdults","Baseline",0.411764705882353
"58186213","(1, 2)","ActiveAdults","Baseline",0.333333333333333
"58192769","(3, 8)","FamilyWithKids","Baseline",0
"58196114","(1, 2)","ActiveAdults","Baseline",0.545454545454546
"58196507","(3, 8)","FamilyWithKids","Baseline",0.380952380952381
"58208210","(1, 2)","ActiveAdults","Baseline",0.596491228070176
"58226070","(1, 2)","FamilyWithKids","Baseline",0.0909090909090909
"58226234","(3, 8)","ActiveAdults","Baseline",0.4
"58228524","(3, 8)","FamilyWithKids","Baseline",0
"58270167","(3, 8)","FamilyWithKids","Baseline",0
"58277118","(3, 8)","ActiveAdults","Baseline",0.533333333333333
"58277624","(1, 2)","FamilyWithKids","Baseline",0.129032258064516
"58283898","(1, 2)","FamilyWithKids","Baseline",0
"58284638","(3, 8)","FamilyWithKids","Baseline",0
"58302844","(3, 8)","ActiveAdults","Baseline",0.491803278688525
"58316009","(1, 2)","ActiveAdults","Baseline",0.166666666666667
"58316652","(3, 8)","ActiveAdults","Baseline",0.461538461538462
"58329048","(3, 8)","FamilyWithKids","Baseline",0.391304347826087
"58332519","(1, 2)","FamilyWithKids","Baseline",0.514285714285714
"58344588","(1, 2)","FamilyWithKids","Baseline",0.729411764705882
"58356243","(3, 8)","FamilyWithKids","Baseline",0.545454545454546
"58360541","(3, 8)","FamilyWithKids","Baseline",0.366197183098592
"58367546","(1, 2)","FamilyWithKids","Baseline",0.556962025316456
"58367725","(3, 8)","FamilyWithKids","Baseline",0.484848484848485
"58375677","(3, 8)","ActiveAdults","Baseline",0
"58383372","(1, 2)","ActiveAdults","Baseline",0.564102564102564
"58385128","(1, 2)","FamilyWithKids","Baseline",0.515151515151515
"58388130","(1, 2)","ActiveAdults","Baseline",0.48780487804878
"58388694","(1, 2)","ActiveAdults","Baseline",0.166666666666667
"58392459","(1, 2)","ActiveAdults","Baseline",0
"58407838","(1, 2)","FamilyWithKids","Baseline",0.576271186440678
"58416269","(3, 8)","ActiveAdults","Baseline",0
"58441256","(1, 2)","FamilyWithKids","Baseline",0.413793103448276
"58447894","(1, 2)","ActiveAdults","Baseline",0.3125
"58455302","(1, 2)","FamilyWithKids","Baseline",0.5
"58459782","(1, 2)","ActiveAdults","Baseline",0.545454545454545
"58475510","(3, 8)","ActiveAdults","Baseline",0.607594936708861
"58480922","(1, 2)","ActiveAdults","Baseline",0
"58495505","(1, 2)","FamilyWithKids","Baseline",0.482758620689655
"58496620","(1, 2)","ActiveAdults","Baseline",0
"58508502","(3, 8)","FamilyWithKids","Baseline",0.392156862745098
"58513193","(1, 2)","ActiveAdults","Baseline",0.35
"58516324","(1, 2)","FamilyWithKids","Baseline",0.434782608695652
"58523802","(1, 2)","ActiveAdults","Baseline",0.636363636363636
"58524204","(1, 2)","FamilyWithKids","Baseline",0.358974358974359
"59670237","(1, 2)","FamilyWithKids","Baseline",0.25
"59682382","(3, 8)","FamilyWithKids","Baseline",0.545454545454545
"59687794","(1, 2)","FamilyWithKids","Baseline",0.628571428571429
"59699781","(3, 8)","ActiveAdults","Baseline",0.439024390243902
"59702734","(1, 2)","ActiveAdults","Baseline",0.230769230769231
"59712747","(3, 8)","FamilyWithKids","Baseline",0.521739130434783
"59728494","(3, 8)","FamilyWithKids","Baseline",0.391304347826087
"59729184","(1, 2)","FamilyWithKids","Baseline",0.41025641025641
"59739148","(3, 8)","FamilyWithKids","Baseline",0.548387096774194
"59760632","(3, 8)","FamilyWithKids","Baseline",0.32
"59768083","(3, 8)","FamilyWithKids","Baseline",0.525
"59778528","(1, 2)","FamilyWithKids","Baseline",0.571428571428571
"59779125","(1, 2)","FamilyWithKids","Baseline",0.610169491525424
"59779535","(3, 8)","ActiveAdults","Baseline",0
"59782362","(3, 8)","FamilyWithKids","Baseline",0.597701149425287
"59806333","(1, 2)","FamilyWithKids","Baseline",0.588235294117647
"59817860","(1, 2)","ActiveAdults","Baseline",0.536585365853658
"59839642","(1, 2)","ActiveAdults","Baseline",0.444444444444444
"59844166","(3, 8)","ActiveAdults","Baseline",0.307692307692308
"59847659","(3, 8)","FamilyWithKids","Baseline",0.264150943396226
"59852517","(3, 8)","FamilyWithKids","Baseline",0.51948051948052
"59884707","(1, 2)","FamilyWithKids","Baseline",0.153846153846154
"59891701","(1, 2)","ActiveAdults","Baseline",0.682926829268293
"59897913","(3, 8)","FamilyWithKids","Baseline",0
"59920428","(3, 8)","ActiveAdults","Baseline",0.666666666666667
"59924568","(3, 8)","FamilyWithKids","Baseline",0.428571428571429
"59925221","(1, 2)","ActiveAdults","Baseline",0.491228070175439
"59955036","(1, 2)","ActiveAdults","Baseline",0.711111111111111
"59956735","(1, 2)","ActiveAdults","Baseline",0.19047619047619
"59965372","(1, 2)","FamilyWithKids","Baseline",0.491228070175439
"59965529","(1, 2)","ActiveAdults","Baseline",0.615384615384616
"59967820","(3, 8)","ActiveAdults","Baseline",0.681818181818182
"59976140","(3, 8)","ActiveAdults","Baseline",0.701298701298701
"59981970","(1, 2)","FamilyWithKids","Baseline",0.296296296296296
"59986777","(3, 8)","FamilyWithKids","Baseline",0.111111111111111
"59989188","(1, 2)","ActiveAdults","Baseline",0.5
"59998127","(3, 8)","ActiveAdults","Baseline",0.555555555555556
"60007334","(1, 2)","FamilyWithKids","Baseline",0
"60012661","(3, 8)","ActiveAdults","Baseline",0.444444444444444
"60017117","(1, 2)","FamilyWithKids","Baseline",0.228571428571429
"60573496","(1, 2)","FamilyWithKids","Baseline",0.457142857142857
"60922670","(1, 2)","ActiveAdults","Baseline",0.444444444444444
"61416621","(1, 2)","FamilyWithKids","Baseline",0.3125
"62735475","(1, 2)","ActiveAdults","Baseline",0.444444444444444
"62768564","(3, 8)","FamilyWithKids","Baseline",0.64406779661017
"62813306","(3, 8)","FamilyWithKids","Baseline",0.651162790697674
"62874679","(3, 8)","ActiveAdults","Baseline",0.344827586206897
"63151674","(1, 2)","ActiveAdults","Baseline",0.434782608695652
"63397481","(3, 8)","FamilyWithKids","Baseline",0.466666666666667
"65720584","(1, 2)","ActiveAdults","Baseline",0.347826086956522
"66104531","(3, 8)","FamilyWithKids","Baseline",0.416666666666667
"66630660","(3, 8)","FamilyWithKids","Baseline",0.37037037037037
"66695274","(3, 8)","FamilyWithKids","Baseline",0.378378378378378
"66761145","(3, 8)","ActiveAdults","Baseline",0
"66775915","(3, 8)","ActiveAdults","Baseline",0.384615384615385
"66871006","(3, 8)","FamilyWithKids","Baseline",0.31578947368421
"66881061","(1, 2)","FamilyWithKids","Baseline",0.571428571428571
"66889077","(1, 2)","FamilyWithKids","Baseline",0
"66898004","(3, 8)","FamilyWithKids","Baseline",0.551724137931034
"66964628","(3, 8)","ActiveAdults","Baseline",0.292682926829268
"66979231","(1, 2)","FamilyWithKids","Baseline",0.25
"67059108","(3, 8)","ActiveAdults","Baseline",0.391304347826087
"67108875","(3, 8)","ActiveAdults","Baseline",0.1875
"67146581","(1, 2)","ActiveAdults","Baseline",0.181818181818182
"67321986","(1, 2)","FamilyWithKids","Baseline",0.41025641025641
"69159403","(3, 8)","ActiveAdults","Baseline",0.48780487804878
"69219956","(3, 8)","ActiveAdults","Baseline",0.285714285714286
"69474696","(1, 2)","FamilyWithKids","Baseline",0.352941176470588
"69726411","(1, 2)","ActiveAdults","Baseline",0
"70799511","(1, 2)","ActiveAdults","Baseline",0.461538461538462
"71229353","(1, 2)","ActiveAdults","Baseline",0.558139534883721
"71475037","(3, 8)","FamilyWithKids","Baseline",0.416666666666667
"71493852","(1, 2)","FamilyWithKids","Baseline",0
"71501592","(1, 2)","ActiveAdults","Baseline",0
"71506017","(1, 2)","ActiveAdults","Baseline",0
"71524187","(3, 8)","FamilyWithKids","Baseline",0
"71543400","(3, 8)","FamilyWithKids","Baseline",0.5
"71561002","(3, 8)","ActiveAdults","Baseline",0
"72941082","(3, 8)","FamilyWithKids","Baseline",0.549019607843137
"72974206","(3, 8)","FamilyWithKids","Baseline",0.421052631578947
"75691228","(3, 8)","FamilyWithKids","Baseline",0.617283950617284
"75936022","(1, 2)","ActiveAdults","Baseline",0.0606060606060606
"75985833","(3, 8)","ActiveAdults","Baseline",0.478260869565217
"76016359","(3, 8)","FamilyWithKids","Baseline",0.294117647058824
"76415707","(1, 2)","ActiveAdults","Baseline",0
"77579570","(3, 8)","FamilyWithKids","Baseline",0.434782608695652
"77675855","(3, 8)","FamilyWithKids","Baseline",0.31578947368421
"77826003","(1, 2)","ActiveAdults","Baseline",0.631578947368421
"77836267","(3, 8)","ActiveAdults","Baseline",0.142857142857143
"78120804","(3, 8)","ActiveAdults","Baseline",0.584615384615385
"78142110","(3, 8)","FamilyWithKids","Baseline",0.277777777777778
"78590280","(3, 8)","FamilyWithKids","Baseline",0.47887323943662
"79540099","(1, 2)","ActiveAdults","Baseline",0.230769230769231
"79547988","(3, 8)","ActiveAdults","Baseline",0.633333333333333
"79553779","(1, 2)","FamilyWithKids","Baseline",0.416666666666667
"79565264","(1, 2)","FamilyWithKids","Baseline",0.666666666666667
"79579977","(1, 2)","FamilyWithKids","Baseline",0.5
"79600241","(1, 2)","FamilyWithKids","Baseline",0.607142857142857
"79616479","(1, 2)","FamilyWithKids","Baseline",0.488888888888889
"79624842","(3, 8)","FamilyWithKids","Baseline",0.166666666666667
"79628652","(1, 2)","FamilyWithKids","Baseline",0.416666666666667
"79638979","(3, 8)","ActiveAdults","Baseline",0.347826086956522
"79640490","(1, 2)","ActiveAdults","Baseline",0.53125
"79644159","(3, 8)","FamilyWithKids","Baseline",0
"79644549","(1, 2)","ActiveAdults","Baseline",0
"79645625","(1, 2)","FamilyWithKids","Baseline",0
"79651680","(3, 8)","ActiveAdults","Baseline",0.0952380952380952
"80165689","(1, 2)","ActiveAdults","Baseline",0.333333333333333
"80171891","(3, 8)","FamilyWithKids","Baseline",0.648648648648649
"80175572","(1, 2)","ActiveAdults","Baseline",0.611111111111111
"80186376","(1, 2)","FamilyWithKids","Baseline",0.275862068965517
"80194920","(3, 8)","ActiveAdults","Baseline",0
"80202170","(1, 2)","ActiveAdults","Baseline",0.222222222222222
"80202552","(3, 8)","FamilyWithKids","Baseline",0.558823529411765
"80220912","(3, 8)","ActiveAdults","Baseline",0
"80232412","(1, 2)","ActiveAdults","Baseline",0
"80239063","(1, 2)","ActiveAdults","Baseline",0.711864406779661
"80239180","(1, 2)","FamilyWithKids","Baseline",0.535714285714286
"80249066","(1, 2)","ActiveAdults","Baseline",0.210526315789474
"80323953","(3, 8)","FamilyWithKids","Baseline",0.333333333333333
"80328203","(3, 8)","ActiveAdults","Baseline",0.303030303030303
"80328404","(1, 2)","ActiveAdults","Baseline",0.153846153846154
"80339337","(1, 2)","ActiveAdults","Baseline",0.133333333333333
"80354647","(3, 8)","FamilyWithKids","Baseline",0.542857142857143
"80356295","(1, 2)","FamilyWithKids","Baseline",0
"80357713","(1, 2)","ActiveAdults","Baseline",0.324324324324324
"80360482","(3, 8)","FamilyWithKids","Baseline",0.27027027027027
"80362603","(3, 8)","FamilyWithKids","Baseline",0.548387096774194
"80378375","(3, 8)","ActiveAdults","Baseline",0.5
"80387642","(1, 2)","ActiveAdults","Baseline",0.222222222222222
"80463017","(1, 2)","ActiveAdults","Baseline",0.434782608695652
"80704590","(1, 2)","ActiveAdults","Baseline",0.41025641025641
"81548965","(1, 2)","FamilyWithKids","Baseline",0.333333333333333
"81590621","(1, 2)","ActiveAdults","Baseline",0.358974358974359
"81622416","(3, 8)","FamilyWithKids","Baseline",0.235294117647059
"81656321","(3, 8)","ActiveAdults","Baseline",0.235294117647059
"81667387","(1, 2)","FamilyWithKids","Baseline",0
"82605528","(3, 8)","FamilyWithKids","Baseline",0.564102564102564
"82786308","(1, 2)","ActiveAdults","Baseline",0.16
"82993917","(3, 8)","FamilyWithKids","Baseline",0.379310344827586
"82995451","(1, 2)","ActiveAdults","Baseline",0
"83019383","(1, 2)","ActiveAdults","Baseline",0.59016393442623
"83130588","(1, 2)","ActiveAdults","Baseline",0.461538461538462
"83282531","(1, 2)","ActiveAdults","Baseline",0
"83300633","(1, 2)","ActiveAdults","Baseline",0.571428571428571
"83338190","(3, 8)","FamilyWithKids","Baseline",0.623376623376623
"83346120","(1, 2)","ActiveAdults","Baseline",0.285714285714286
"83349149","(3, 8)","ActiveAdults","Baseline",0
"83358751","(3, 8)","ActiveAdults","Baseline",0.636363636363636
"83364178","(1, 2)","ActiveAdults","Baseline",0.4
"83364844","(1, 2)","ActiveAdults","Baseline",0.52
"83364884","(3, 8)","FamilyWithKids","Baseline",0.409090909090909
"83365219","(3, 8)","ActiveAdults","Baseline",0.32
"83372832","(1, 2)","ActiveAdults","Baseline",0
"83378863","(1, 2)","ActiveAdults","Baseline",0.666666666666667
"83380901","(1, 2)","ActiveAdults","Baseline",0
"83382861","(3, 8)","FamilyWithKids","Baseline",0.54054054054054
"83384197","(1, 2)","ActiveAdults","Baseline",0.0952380952380952
"83393777","(3, 8)","ActiveAdults","Baseline",0
"83395000","(3, 8)","FamilyWithKids","Baseline",0.545454545454545
"83400043","(1, 2)","ActiveAdults","Baseline",0.596491228070175
"83400941","(1, 2)","ActiveAdults","Baseline",0.285714285714286
"83401156","(3, 8)","FamilyWithKids","Baseline",0.5625
"83401618","(1, 2)","ActiveAdults","Baseline",0.456140350877193
"83401731","(1, 2)","ActiveAdults","Baseline",0.416666666666667
"83408558","(3, 8)","ActiveAdults","Baseline",0.133333333333333
"83413734","(3, 8)","ActiveAdults","Baseline",0
"83414622","(1, 2)","FamilyWithKids","Baseline",0.387096774193548
"83425959","(1, 2)","ActiveAdults","Baseline",0.526315789473684
"83428501","(1, 2)","ActiveAdults","Baseline",0.580645161290323
"83434713","(1, 2)","ActiveAdults","Baseline",0.342857142857143
"83436203","(3, 8)","ActiveAdults","Baseline",0
"83446050","(1, 2)","ActiveAdults","Baseline",0
"83461166","(3, 8)","FamilyWithKids","Baseline",0.516129032258065
"83461665","(3, 8)","FamilyWithKids","Baseline",0
"83462435","(1, 2)","ActiveAdults","Baseline",0.509090909090909
"83465494","(3, 8)","ActiveAdults","Baseline",0
"83490935","(3, 8)","ActiveAdults","Baseline",0.111111111111111
"83513598","(1, 2)","ActiveAdults","Baseline",0
"83518781","(3, 8)","FamilyWithKids","Baseline",0.666666666666667
"83521436","(1, 2)","ActiveAdults","Baseline",0.1875
"83522448","(3, 8)","ActiveAdults","Baseline",0.459016393442623
"83526677","(3, 8)","FamilyWithKids","Baseline",0.375
"83530334","(3, 8)","ActiveAdults","Baseline",0
"83535649","(3, 8)","ActiveAdults","Baseline",0.153846153846154
"83559746","(1, 2)","ActiveAdults","Baseline",0.424242424242424
"83563372","(1, 2)","FamilyWithKids","Baseline",0.2
"83576584","(3, 8)","ActiveAdults","Baseline",0.4
"83578799","(1, 2)","ActiveAdults","Baseline",0.387096774193548
"83594599","(1, 2)","ActiveAdults","Baseline",0.439024390243902
"83594729","(1, 2)","FamilyWithKids","Baseline",0.4
"83597079","(1, 2)","ActiveAdults","Baseline",0.333333333333333
"83630572","(3, 8)","FamilyWithKids","Baseline",0.418604651162791
"83655957","(3, 8)","ActiveAdults","Baseline",0.461538461538462
"83664384","(1, 2)","FamilyWithKids","Baseline",0.444444444444444
"83665040","(1, 2)","FamilyWithKids","Baseline",0.382978723404255
"83679888","(3, 8)","ActiveAdults","Baseline",0
"83685018","(1, 2)","ActiveAdults","Baseline",0.157894736842105
"83690941","(1, 2)","FamilyWithKids","Baseline",0.45
"83700631","(3, 8)","FamilyWithKids","Baseline",0
"83704924","(3, 8)","ActiveAdults","Baseline",0.392156862745098
"83706532","(3, 8)","FamilyWithKids","Baseline",0.235294117647059
"83709440","(1, 2)","ActiveAdults","Baseline",0.607594936708861
"83719657","(1, 2)","ActiveAdults","Baseline",0.585365853658537
"83724551","(3, 8)","FamilyWithKids","Baseline",0.776699029126214
"83727639","(3, 8)","ActiveAdults","Baseline",0.538461538461538
"83731716","(1, 2)","ActiveAdults","Baseline",0.39344262295082
"83738363","(1, 2)","ActiveAdults","Baseline",0
"83738446","(3, 8)","ActiveAdults","Baseline",0.117647058823529
"83753913","(1, 2)","FamilyWithKids","Baseline",0.630434782608696
"83765317","(3, 8)","FamilyWithKids","Baseline",0
"83771436","(1, 2)","FamilyWithKids","Baseline",0.347826086956522
"83771885","(3, 8)","FamilyWithKids","Baseline",0.459016393442623
"83775304","(1, 2)","ActiveAdults","Baseline",0
"83792313","(3, 8)","FamilyWithKids","Baseline",0.0666666666666667
"83794224","(1, 2)","FamilyWithKids","Baseline",0.439024390243902
"84465474","(3, 8)","FamilyWithKids","Baseline",0.1875
"84500782","(3, 8)","FamilyWithKids","Baseline",0.142857142857143
"84682115","(1, 2)","ActiveAdults","Baseline",0.344827586206897
"84760514","(3, 8)","FamilyWithKids","Baseline",0.415094339622641
"84818244","(3, 8)","ActiveAdults","Baseline",0
"85304894","(1, 2)","ActiveAdults","Baseline",0.55
"86203769","(1, 2)","FamilyWithKids","Baseline",0.340425531914894
"86652832","(1, 2)","FamilyWithKids","Baseline",0.6
"87369444","(3, 8)","FamilyWithKids","Baseline",0.56
"87378212","(1, 2)","ActiveAdults","Baseline",0
"87379555","(1, 2)","ActiveAdults","Baseline",0.307692307692308
"87379801","(1, 2)","ActiveAdults","Baseline",0
"87384647","(1, 2)","ActiveAdults","Baseline",0.296296296296296
"87386240","(1, 2)","ActiveAdults","Baseline",0.692307692307692
"87408632","(3, 8)","ActiveAdults","Baseline",0
"87415946","(3, 8)","ActiveAdults","Baseline",0
"87419772","(3, 8)","ActiveAdults","Baseline",0.444444444444444
"87422715","(1, 2)","ActiveAdults","Baseline",0.340425531914894
"87456189","(1, 2)","ActiveAdults","Baseline",0.620689655172414
"87462021","(1, 2)","ActiveAdults","Baseline",0.461538461538462
"87467539","(3, 8)","FamilyWithKids","Baseline",0.375
"87471347","(3, 8)","FamilyWithKids","Baseline",0
"87471817","(1, 2)","FamilyWithKids","Baseline",0.651162790697674
"87479340","(1, 2)","ActiveAdults","Baseline",0.578947368421053
"87492114","(1, 2)","ActiveAdults","Baseline",0.222222222222222
"87494218","(3, 8)","FamilyWithKids","Baseline",0
"87494793","(1, 2)","ActiveAdults","Baseline",0.142857142857143
"87494794","(1, 2)","ActiveAdults","Baseline",0.620689655172414
"87495170","(1, 2)","ActiveAdults","Baseline",0.566666666666667
"87499587","(3, 8)","FamilyWithKids","Baseline",0.606060606060606
"87516024","(3, 8)","ActiveAdults","Baseline",0.333333333333333
"87531333","(3, 8)","FamilyWithKids","Baseline",0.2
"87555786","(1, 2)","ActiveAdults","Baseline",0.25
"87560910","(1, 2)","FamilyWithKids","Baseline",0.356164383561644
"87569905","(3, 8)","ActiveAdults","Baseline",0.117647058823529
"87589339","(3, 8)","ActiveAdults","Baseline",0
"87606784","(3, 8)","FamilyWithKids","Baseline",0
"87610270","(3, 8)","ActiveAdults","Baseline",0.32
"87611427","(1, 2)","ActiveAdults","Baseline",0.451612903225806
"87614604","(1, 2)","ActiveAdults","Baseline",0.434782608695652
"87614759","(1, 2)","ActiveAdults","Baseline",0
"87618018","(1, 2)","ActiveAdults","Baseline",0
"87629398","(3, 8)","ActiveAdults","Baseline",0.266666666666667
"87630657","(3, 8)","ActiveAdults","Baseline",0.266666666666667
"87643671","(3, 8)","FamilyWithKids","Baseline",0
"87647076","(1, 2)","FamilyWithKids","Baseline",0.133333333333333
"87649758","(3, 8)","ActiveAdults","Baseline",0.25
"87651017","(3, 8)","ActiveAdults","Baseline",0
"87677276","(1, 2)","ActiveAdults","Baseline",0.4
"87679585","(3, 8)","ActiveAdults","Baseline",0
"87715510","(1, 2)","FamilyWithKids","Baseline",0.584615384615385
"87715856","(3, 8)","ActiveAdults","Baseline",0.0555555555555556
"88093667","(3, 8)","ActiveAdults","Baseline",0.419354838709677
"89428149","(1, 2)","FamilyWithKids","Baseline",0.260869565217391
"89937892","(1, 2)","ActiveAdults","Baseline",0.285714285714286
"91325472","(3, 8)","ActiveAdults","Baseline",0.372093023255814
"91371247","(3, 8)","FamilyWithKids","Baseline",0.646153846153846
"92115857","(1, 2)","FamilyWithKids","Baseline",0.210526315789474
"92194517","(1, 2)","ActiveAdults","Baseline",0.473684210526316
"92226870","(1, 2)","FamilyWithKids","Baseline",0.222222222222222
"92286365","(3, 8)","FamilyWithKids","Baseline",0.558823529411765
"92297638","(3, 8)","FamilyWithKids","Baseline",0.55421686746988
"92959381","(3, 8)","ActiveAdults","Baseline",0
"93879272","(3, 8)","FamilyWithKids","Baseline",0.19047619047619
"94050482","(1, 2)","ActiveAdults","Baseline",0.285714285714286
"94173326","(3, 8)","ActiveAdults","Baseline",0.111111111111111
"94197152","(1, 2)","FamilyWithKids","Baseline",0.325581395348837
"94365211","(3, 8)","FamilyWithKids","Baseline",0.5
"94452889","(3, 8)","ActiveAdults","Baseline",0.294117647058823
"99619210","(1, 2)","FamilyWithKids","Baseline",0.133333333333333
"99790629","(1, 2)","FamilyWithKids","Baseline",0.214285714285714
"99922113","(1, 2)","FamilyWithKids","Baseline",0.476190476190476
"100184276","(1, 2)","FamilyWithKids","Baseline",0.415094339622642
"100225690","(1, 2)","FamilyWithKids","Baseline",0.588235294117647
"100226549","(1, 2)","FamilyWithKids","Baseline",0.691588785046729
"100545759","(1, 2)","FamilyWithKids","Baseline",0.384615384615385
"102457504","(3, 8)","ActiveAdults","Baseline",0
"102693642","(1, 2)","ActiveAdults","Baseline",0
"102752599","(3, 8)","ActiveAdults","Baseline",0
"102809096","(3, 8)","ActiveAdults","Baseline",0.473684210526316
"102941524","(3, 8)","ActiveAdults","Baseline",0.421052631578947
"102967863","(3, 8)","ActiveAdults","Baseline",0.1
"103130132","(3, 8)","FamilyWithKids","Baseline",0.711864406779661
"103133585","(1, 2)","ActiveAdults","Baseline",0.60377358490566
"103134579","(1, 2)","FamilyWithKids","Baseline",0.492753623188406
"103454720","(3, 8)","ActiveAdults","Baseline",0.448979591836735
"103497762","(1, 2)","ActiveAdults","Baseline",0.5
"104564558","(1, 2)","FamilyWithKids","Baseline",0.48
"104665451","(3, 8)","FamilyWithKids","Baseline",0.428571428571429
"107680813","(3, 8)","ActiveAdults","Baseline",0.421052631578947
"108200318","(3, 8)","ActiveAdults","Baseline",0.676923076923077
"108243612","(3, 8)","ActiveAdults","Baseline",0
"110708204","(1, 2)","ActiveAdults","Baseline",0.352941176470588
"112467482","(1, 2)","FamilyWithKids","Baseline",0.444444444444444
"125228790","(3, 8)","ActiveAdults","Baseline",0.125
"128398028","(1, 2)","FamilyWithKids","Baseline",0
"129693269","(3, 8)","ActiveAdults","Baseline",0.142857142857143
"130366108","(3, 8)","FamilyWithKids","Baseline",0.303030303030303
"37912","(3, 8)","FamilyWithKids","RandomForest",0.291666666666667
"179359","(3, 8)","FamilyWithKids","RandomForest",0.376811594202899
"295501","(3, 8)","FamilyWithKids","RandomForest",0.0816326530612245
"396634","(3, 8)","FamilyWithKids","RandomForest",0.372093023255814
"423754","(3, 8)","ActiveAdults","RandomForest",0.531914893617021
"457300","(3, 8)","FamilyWithKids","RandomForest",0.631578947368421
"681704","(3, 8)","FamilyWithKids","RandomForest",0.196078431372549
"682808","(3, 8)","FamilyWithKids","RandomForest",0.6
"731884","(1, 2)","FamilyWithKids","RandomForest",0
"1051535","(3, 8)","ActiveAdults","RandomForest",0.277777777777778
"1072151","(3, 8)","FamilyWithKids","RandomForest",0
"1119779","(3, 8)","ActiveAdults","RandomForest",0.470588235294118
"1133209","(1, 2)","FamilyWithKids","RandomForest",0.676923076923077
"1515228","(3, 8)","FamilyWithKids","RandomForest",0.473684210526316
"1593868","(3, 8)","ActiveAdults","RandomForest",0.15
"1610551","(3, 8)","ActiveAdults","RandomForest",0.454545454545454
"1881021","(3, 8)","ActiveAdults","RandomForest",0.296296296296296
"1916490","(3, 8)","FamilyWithKids","RandomForest",0.581818181818182
"1965318","(3, 8)","ActiveAdults","RandomForest",0.586666666666667
"1981739","(3, 8)","FamilyWithKids","RandomForest",0.296296296296296
"2003984","(3, 8)","FamilyWithKids","RandomForest",0.47887323943662
"2010692","(3, 8)","ActiveAdults","RandomForest",0.716981132075472
"2021880","(1, 2)","FamilyWithKids","RandomForest",0.518518518518518
"2109697","(3, 8)","FamilyWithKids","RandomForest",0.410958904109589
"2129104","(3, 8)","FamilyWithKids","RandomForest",0.539325842696629
"2381096","(1, 2)","FamilyWithKids","RandomForest",0.60377358490566
"2455268","(3, 8)","FamilyWithKids","RandomForest",0.5
"2523041","(3, 8)","FamilyWithKids","RandomForest",0.372881355932203
"2659406","(1, 2)","ActiveAdults","RandomForest",0.428571428571429
"2789797","(3, 8)","ActiveAdults","RandomForest",0.66
"2849286","(1, 2)","ActiveAdults","RandomForest",0.623853211009174
"2887859","(1, 2)","FamilyWithKids","RandomForest",0.291666666666667
